"Código";"Município";"Municipio";"Área_km_";"Densidade_demográfica_2000";"Distância_à_capital_km_";"Esperança_de_vida_ao_nascer_2000";"Mortalidade_até_um_ano_de_idade_2000";"Taxa_de_fecundidade_total_2000";"Percentual_de_pessoas_de_25_anos_ou_mais_analfabetas_2000";"Renda_per_Capita_2000";"Índice_de_Gini_2000";"Intensidade_da_indigência_2000";"Intensidade_da_pobreza_2000";"Índice_de_Desenvolvimento_Humano_Municipal_2000";"Taxa_bruta_de_freqüência_à_escola_2000";"Taxa_de_alfabetização_2000";"Média_de_anos_de_estudo_das_pessoas_de_25_anos_ou_mais_de_idade_2000";"População_de_25_anos_ou_mais_de_idade_1991";"População_de_25_anos_ou_mais_de_idade_2000";"População_de_65_anos_ou_mais_de_idade_1991";"População_de_65_anos_ou_mais_de_idade_2000";"População_total_1991";"População_total_2000";"População_urbana_2000";"População_rural_2000"
"4175";270770;"Rio Largo (AL)";"Rio Largo";310.6;200.9;24.568069;67.76;34.16;2.95;31.18;112.41;0.54;49.93;50.32;0.671;75.42;73.01;4.64;21902;28472;2355;2954;53924;62510;49919;12591
"4176";315530;"Rio Manso (MG)";"Rio Manso";232.8;19.9;61.874598;68.86;32.22;2.7;21.88;145.66;0.49;31.5;38.78;0.708;69.81;83.48;3.46;2201;2535;325;356;4461;4646;2862;1784
"4177";150616;"Rio Maria (PA)";"Rio Maria";4132.3;4.1;672.702294;68.41;32.77;3.11;23.06;195.49;0.63;41.03;38.03;0.718;71.09;81.17;3.55;9780;7737;533;646;26536;17498;12840;4658
"4178";421500;"Rio Negrinho (SC)";"Rio Negrinho";589.2;64;177.44461;71.8;21.01;2.54;5.3;242.82;0.49;52.84;37.71;0.789;79.09;95.17;5.55;13729;18391;1112;1571;31019;37707;32650;5057
"4179";412230;"Rio Negro (PR)";"Rio Negro";604.6;47.4;91.848464;73.26;12.48;2.39;5.73;268.7;0.54;42.84;33.9;0.801;77.92;94.91;6.46;12106;14556;1322;1668;26315;28710;22460;6250
"4180";500730;"Rio Negro (MS)";"Rio Negro";1823.5;3;116.054264;68.64;29.51;2.53;21.97;170.33;0.52;50.77;39.11;0.723;82.19;80.61;4.55;2505;2913;321;394;5604;5432;3739;1693
"4181";315540;"Rio Novo (MG)";"Rio Novo";208.1;41;201.786012;72.03;22.86;2.33;14.67;242.73;0.55;38.39;37.77;0.766;73.93;86.48;5.58;4099;4854;597;758;7925;8550;7264;1286
"4182";320440;"Rio Novo do Sul (ES)";"Rio Novo do Sul";205.7;54.8;86.73801;73.5;15.59;2.41;15.38;200.62;0.56;43.53;39.68;0.76;69.22;87.48;4.69;4704;5903;635;857;10004;11271;5780;5491
"4183";315550;"Rio Paranaíba (MG)";"Rio Paranaíba";1357.5;8.5;249.748608;71.49;24.34;2.22;12.85;223.62;0.48;56.06;37.33;0.755;65.41;89.55;4.38;4558;6211;476;686;9453;11528;6196;5332
"4184";431570;"Rio Pardo (RS)";"Rio Pardo";2187.5;17.3;110.565211;68.6;24.77;2.18;13.65;239.37;0.56;53.58;45.16;0.754;77.2;88.76;5.33;19126;21552;2579;3295;35448;37783;26041;11742
"4185";315560;"Rio Pardo de Minas (MG)";"Rio Pardo de Minas";3129.6;8.6;490.909186;66.77;39.35;3.7;47.2;85.81;0.59;47.23;52.79;0.633;74.58;65.61;2.4;9678;11272;1025;1305;25830;27237;10495;16742
"4186";315570;"Rio Piracicaba (MG)";"Rio Piracicaba";371.4;37.7;82.663202;67.4;37.12;2.3;14.46;181.69;0.6;39.57;39.92;0.735;79.98;88.34;4.53;6434;7494;779;999;13676;14138;10898;3240
"4187";315580;"Rio Pomba (MG)";"Rio Pomba";252.4;63.7;181.063848;73.4;19.29;2.19;16.83;237.5;0.56;42.52;39.46;0.771;73.88;86.26;5.34;7705;9222;1236;1582;14884;16359;13290;3069
"4188";315590;"Rio Preto (MG)";"Rio Preto";348.1;14.8;252.813755;71.58;24.08;2.49;16.05;202.14;0.54;35.73;36.66;0.752;76.51;84.95;5.17;2385;2915;337;449;4722;5142;3864;1278
"4189";130356;"Rio Preto da Eva (AM)";"Rio Preto da Eva";5839;3.6;57.499968;68.05;36.03;3.36;25.1;107.9;0.59;45.12;50.88;0.677;65.83;80.77;4.2;2164;6750;107;365;6519;17582;6232;11350
"4190";521878;"Rio Quente (GO)";"Rio Quente";257.6;8.1;131.951721;69.16;23.44;2.2;9.88;379.33;0.61;56.32;34.16;0.806;92.17;91.48;6.14;403;1090;37;78;837;2097;1648;449
"4191";292700;"Rio Real (BA)";"Rio Real";736.9;45.1;176.651878;58.02;70.35;3.16;37.63;96.18;0.59;44.07;52.62;0.6;77.38;68.69;2.85;10518;13915;1558;1955;27783;33260;20043;13217
"4192";421505;"Rio Rufino (SC)";"Rio Rufino";333.6;7.2;124.4865;70.55;24.37;2.61;12.69;184.79;0.64;52.03;47.82;0.736;66.1;87.75;4.34;928;1202;114;134;2033;2414;553;1861
"4193";171875;"Rio Sono (TO)";"Rio Sono";6383.4;1;102.913748;64.43;45.71;4.47;33.38;65.87;0.67;71.62;70.01;0.626;77.38;73.77;3.08;2587;2626;310;345;6994;6089;1871;4218
"4194";251290;"Rio Tinto (PB)";"Rio Tinto";506.5;44.6;42.191995;58.31;69.01;2.78;37.1;97.26;0.55;48.55;53.02;0.603;82.61;66.28;3.71;9608;10949;1751;1953;21798;22311;13284;9027
"4195";521880;"Rio Verde (GO)";"Rio Verde";8415.4;13.9;216.846667;73.16;14.43;2.36;13.96;339.81;0.6;54.29;36.21;0.807;84.6;88.41;5.72;40453;59591;3261;5271;89756;116552;106079;10473
"4196";500740;"Rio Verde de Mato Grosso (MS)";"Rio Verde de Mato Grosso";8177.3;2.2;170.719517;71.35;21.86;2.56;17.81;211.07;0.56;45.81;32.42;0.752;73.6;85.91;4.51;6618;9087;651;1041;15075;18138;15416;2722
"4197";315600;"Rio Vermelho (MG)";"Rio Vermelho";973.1;15.3;196.298428;64.04;49.82;3.99;42.91;106.91;0.56;38.85;50.01;0.635;73.33;68.52;2.79;6251;6494;866;1064;15862;14905;5045;9860
"4198";354420;"Riolândia (SP)";"Riolândia";632.6;13.5;504.979518;68.07;22.39;2.9;20.79;236.08;0.56;44.1;35.07;0.737;75.19;83.41;4.54;3774;4738;418;541;7760;8560;6860;1700
"4199";431575;"Riozinho (RS)";"Riozinho";236.9;17.2;86.640862;72.27;16.41;2.26;14.11;211.17;0.45;33.3;36.56;0.758;72.59;86.9;4.06;1716;2256;245;320;3389;4071;2528;1543
"4200";421507;"Riqueza (SC)";"Riqueza";191.6;27;474.800046;77.28;9.18;3.21;11.78;207.73;0.52;37.99;37.21;0.795;77.04;88.78;4.38;2725;2739;217;330;6278;5166;1277;3889
"4201";315610;"Ritápolis (MG)";"Ritápolis";392.9;13.8;139.104826;67.75;35.91;2.2;14.92;141.58;0.5;32.56;37.65;0.707;67.5;87.39;3.96;2864;3082;360;437;5753;5423;3502;1921
"4202";354350;"Riversul (SP)";"Riversul";387.1;18.6;285.902515;65.27;29.34;2.92;21.06;148.43;0.58;54.08;48.59;0.694;75.61;83;3.89;4209;3716;448;591;9399;7192;5042;2150
"4203";431580;"Roca Sales (RS)";"Roca Sales";208.7;44.5;103.5486;74.73;11.77;2.02;5.48;288.74;0.44;35.15;29.91;0.812;76.53;94.87;5.31;5258;5891;879;1140;8811;9284;4571;4713
"4204";500750;"Rochedo (MS)";"Rochedo";1565.1;2.8;60.234395;67.59;32.81;2.88;17.4;177.96;0.55;46.63;39.84;0.731;80.85;86.17;4.26;1662;2201;167;230;3522;4358;2497;1861
"4205";315620;"Rochedo de Minas (MG)";"Rochedo de Minas";79.7;23.9;223.714956;72.03;22.86;2.51;13.59;175.52;0.51;41.55;34.48;0.75;72.24;88.43;4.7;801;1057;129;171;1546;1907;1703;204
"4206";421510;"Rodeio (SC)";"Rodeio";134;77.4;110.099637;73.08;17.86;1.92;5.45;303.49;0.4;43.2;25.42;0.81;80.31;95.26;5.57;4946;6130;650;798;9003;10380;8866;1514
"4207";431590;"Rodeio Bonito (RS)";"Rodeio Bonito";81.6;70.5;341.640457;75.51;10.45;2.12;10.95;249.97;0.57;41.47;41.87;0.809;85.91;90.66;5.41;2641;3146;261;407;5467;5751;3899;1852
"4208";315630;"Rodeiro (MG)";"Rodeiro";72.2;73.8;191.07458;71.28;24.94;2.16;14.95;208.24;0.51;36.36;32.33;0.745;67.74;86.24;4.85;1865;2869;227;336;3749;5375;4309;1066
"4209";292710;"Rodelas (BA)";"Rodelas";2585.9;2.4;458.593824;61.92;53.66;2.81;29.49;123.84;0.58;56.31;51.77;0.655;83.18;74.56;4.22;1842;2845;283;395;4298;6260;4786;1474
"4210";241100;"Rodolfo Fernandes (RN)";"Rodolfo Fernandes";143.6;31.1;315.186687;68.75;36.44;2.34;45.71;95.71;0.52;49.17;51.71;0.653;82.92;63.05;3.4;2223;2204;303;319;5257;4467;3781;686
"4211";120042;"Rodrigues Alves (AC)";"Rodrigues Alves";3318.5;2.4;586.147187;63.64;40.18;6.68;59.35;65.19;0.6;63.08;64.41;0.55;60.53;50.15;2.29;1708;2529;151;217;6089;8093;2632;5461
"4212";431600;"Rolante (RS)";"Rolante";270.4;66;75.995649;72.27;16.41;2.03;9.01;240.86;0.43;60.78;30.22;0.778;75.18;91.17;4.92;7803;9978;1086;1322;14795;17851;13928;3923
"4213";412240;"Rolândia (PR)";"Rolândia";460;107.4;316.847184;68.4;22.22;2.22;12.95;327.92;0.56;50.8;32.19;0.784;85.45;90.48;5.97;20644;27316;2187;3193;41481;49410;44650;4760
"4214";110028;"Rolim de Moura (RO)";"Rolim de Moura";1487.3;31.8;397.929995;69.52;21.68;2.84;19.25;225.39;0.58;46.28;41.52;0.753;80.98;85.51;4.27;17309;21988;1092;2009;43930;47382;34421;12961
"4215";315640;"Romaria (MG)";"Romaria";403.2;9.2;394.465763;70.58;26.93;2.51;12.1;264.23;0.62;44.37;32.76;0.775;78.83;89.65;5.17;1576;1947;135;207;3392;3737;2662;1075
"4216";421520;"Romelândia (SC)";"Romelândia";237.7;27.3;482.151522;70.74;23.83;3.35;12.87;152.27;0.51;42.14;45.16;0.748;83.56;88.77;4.1;3307;3449;268;416;7236;6491;2120;4371
"4217";412250;"Roncador (PR)";"Roncador";716.1;19;315.875034;66.08;28.07;2.77;23.64;143.17;0.59;46.87;48.47;0.701;82.69;81.4;3.9;7078;6927;620;866;17066;13632;6826;6806
"4218";431610;"Ronda Alta (RS)";"Ronda Alta";419.6;23.9;294.588851;71.85;17.27;2.29;10.24;245.54;0.58;35.74;44.51;0.78;78.86;90.6;5.14;5326;5654;559;798;10920;10051;4388;5663
"4219";431620;"Rondinha (RS)";"Rondinha";259.2;23.6;294.48688;75.51;10.45;2.18;7.82;267.62;0.45;28.24;34.87;0.813;82.34;92.5;5.17;3701;3814;403;565;7126;6107;2001;4106
"4220";412260;"Rondon (PR)";"Rondon";557.3;15.3;418.036945;67.27;24.97;2.63;19.06;218.54;0.51;48.69;32.45;0.734;78.42;84.65;4.63;4059;4589;444;609;8647;8527;5832;2695
"4221";150618;"Rondon do Pará (PA)";"Rondon do Pará";8277.3;4.8;372.090277;66.78;38.32;2.65;30.95;156.81;0.6;53.26;46.5;0.685;71.38;75.7;3.51;9290;16404;685;1323;27146;39870;30061;9809
"4222";510760;"Rondonópolis (MT)";"Rondonópolis";4179.3;35.9;183.844197;70.67;23.57;2.27;13.39;294.33;0.59;60.83;44.47;0.791;88.28;89.38;6.01;53249;74880;3990;6258;123171;150227;141838;8389
"4223";431630;"Roque Gonzales (RS)";"Roque Gonzales";365.2;21.4;424.879259;69.39;22.82;2.51;12.56;165.18;0.57;49.49;47.58;0.749;85.25;89.83;4.71;4276;4451;485;619;8808;7799;2738;5061
"4224";140047;"Rorainópolis (RR)";"Rorainópolis";33745;0.5;210.155654;65.12;37.65;3.58;30.99;136.32;0.7;69.94;66.52;0.676;76.62;76.6;3.72;3925;6536;191;357;9998;17393;7185;10208
"4225";354425;"Rosana (SP)";"Rosana";740.6;32.7;665.361501;73.59;11.75;2.54;10.19;295.93;0.61;59.84;45.28;0.815;89.73;91.81;6.36;8840;11765;401;724;20738;24229;6198;18031
"4226";210960;"Rosário (MA)";"Rosário";677.4;49.7;45.522526;64.15;45.3;3.95;33.47;69.7;0.61;61.29;62.94;0.63;77.65;74.55;4.15;11618;13174;1613;1928;32277;33665;21765;11900
"4227";315645;"Rosário da Limeira (MG)";"Rosário da Limeira";112.6;32.9;198.216956;70.73;26.49;2.73;24.87;145.53;0.56;38.09;41.47;0.713;69.97;80.97;3.38;1509;1853;181;235;3454;3869;1649;2220
"4228";280610;"Rosário do Catete (SE)";"Rosário do Catete";103.8;68.4;24.306325;62.61;50.99;2.66;27.7;110.96;0.53;38.57;45.93;0.672;91.62;78.51;4.4;2121;3057;259;338;5639;7102;5656;1446
"4229";412265;"Rosário do Ivaí (PR)";"Rosário do Ivaí";446.3;14.8;238.902018;64.11;33.67;2.86;30.9;129.13;0.59;53.98;52.62;0.664;73.28;76.72;3.42;3868;3389;450;532;9151;6585;2269;4316
"4230";431640;"Rosário do Sul (RS)";"Rosário do Sul";4357.2;9.4;354.866507;70.48;20.26;2.6;11.2;221.45;0.54;30.15;37.53;0.769;82.07;90.07;5.66;21238;23214;2761;3577;40464;41058;36250;4808
"4231";510770;"Rosário Oeste (MT)";"Rosário Oeste";8530.3;2.2;91.60576;69.67;26.3;3.15;29.88;144.64;0.59;57.47;49.04;0.715;83.29;77.89;4.03;8026;8493;938;1086;20298;18755;10871;7884
"4232";354430;"Roseira (SP)";"Roseira";130.5;65.4;153.9155;72.03;14.38;2.16;9.33;214.51;0.51;49.01;37.92;0.777;79.77;91.64;6.02;2794;4300;252;436;6217;8577;8013;564
"4233";270780;"Roteiro (AL)";"Roteiro";129.8;53.8;32.443357;57.46;76.84;3.39;58.33;64.81;0.57;57.34;59.02;0.522;65.54;50.47;1.89;2419;2614;165;258;7445;6985;5477;1508
"4234";315650;"Rubelita (MG)";"Rubelita";1110.5;9.2;418.872044;69.11;31.42;3.66;37.78;87.01;0.69;62.49;63.54;0.66;76.18;71.04;2.52;4106;4743;604;670;10006;10199;2521;7678
"4235";521890;"Rubiataba (GO)";"Rubiataba";767.7;23.6;178.274881;68.38;25.48;2.16;17.95;201.81;0.51;36.07;33.5;0.748;87.99;85.14;4.86;7674;9749;766;1143;16686;18087;15206;2881
"4236";354440;"Rubiácea (SP)";"Rubiácea";237.6;9.8;488.754192;74.58;10.2;2.22;17.94;241.81;0.52;63.04;26.79;0.781;77.32;85.65;4.24;1246;1295;151;167;2639;2337;1268;1069
"4237";315660;"Rubim (MG)";"Rubim";972.1;9.9;525.897757;61.38;61.47;2.55;42;100.98;0.59;45.92;51.81;0.625;82.31;67.7;2.97;4648;4879;656;828;10772;9666;7534;2132
"4238";354450;"Rubinéia (SP)";"Rubinéia";235;11.1;585.471652;72.72;13.18;1.96;13.57;251.48;0.5;48.59;35.67;0.788;86.22;88.07;5.37;1196;1536;168;245;2236;2615;1916;699
"4239";150619;"Rurópolis (PA)";"Rurópolis";6991.3;3.5;769.081932;64.87;45.39;3.77;35.14;117.51;0.58;39.41;49.35;0.651;72.94;71.67;3.02;6633;9265;440;816;19468;24660;8419;16241
"4240";231180;"Russas (CE)";"Russas";1614.3;35.5;149.718451;71.99;26.94;3.38;33.54;110.33;0.55;49.24;49.13;0.698;79.2;73.48;3.98;19844;27035;2938;3872;46566;57320;35323;21997
"4241";241110;"Ruy Barbosa (RN)";"Ruy Barbosa";144.5;25.5;80.821649;61.11;66.59;2.92;51.34;66.9;0.57;63.81;61.16;0.579;80.23;59.05;2.62;1320;1624;236;275;3304;3686;1376;2310
"4242";292720;"Ruy Barbosa (BA)";"Ruy Barbosa";2137.2;13.6;228.168634;65.79;39.61;3.01;35.97;85.88;0.62;55.17;60.03;0.644;80.41;70.3;3.3;12322;13292;2294;2509;30052;29026;20263;8763
"4243";315670;"Sabará (MG)";"Sabará";304.4;376.3;17.358155;70.69;26.63;2.41;9.59;214.34;0.49;49.59;41.28;0.773;82.32;92.01;5.8;40627;57118;3275;5147;89740;115352;112694;2658
"4244";412270;"Sabáudia (PR)";"Sabáudia";190.9;28.4;328.966316;70.2;18.26;2.29;15.88;209.92;0.47;38.7;31.96;0.754;79.27;86.81;4.92;2493;2983;266;351;5293;5413;4036;1377
"4245";354460;"Sabino (SP)";"Sabino";312.5;15.8;380.829745;74.21;10.77;2.35;13.89;265.27;0.53;49.51;38.02;0.792;79.25;88.12;5.15;2333;2815;300;447;4571;4951;4090;861
"4246";315680;"Sabinópolis (MG)";"Sabinópolis";922.3;17.6;157.248425;69.66;29.7;3.17;30.76;127.16;0.61;41.1;46.92;0.689;72.77;74.87;4.09;7055;7871;1059;1356;16054;16269;9688;6581
"4247";231190;"Saboeiro (CE)";"Saboeiro";1354.2;12;348.319376;61.93;64.71;3.67;57.92;55.71;0.7;70.06;70.98;0.56;81.94;52.4;1.91;6300;7226;1009;1118;15461;16226;7798;8428
"4248";315690;"Sacramento (MG)";"Sacramento";3080.4;6.9;364.193183;73.33;19.45;2.14;13.49;272.41;0.53;40.49;28.36;0.797;82.66;90.02;5.16;10104;11572;1231;1549;20406;21334;15890;5444
"4249";431642;"Sagrada Família (RS)";"Sagrada Família";77.4;34.2;318.110721;73.02;14.92;2.36;17.02;134.07;0.54;38.37;46.24;0.735;76.18;84.33;4.05;1343;1455;155;214;2913;2648;650;1998
"4250";354470;"Sagres (SP)";"Sagres";149.3;16.3;479.82086;69.48;19.31;2.24;24.95;166.54;0.5;44.52;37.73;0.723;77.83;81.3;4.06;1160;1320;164;210;2441;2439;1578;861
"4251";261200;"Sairé (PE)";"Sairé";198.7;66.3;95.710619;64.67;59.51;2.81;49.93;84.57;0.5;45.11;50.06;0.598;70.53;57.66;2.4;4920;6694;820;1085;11113;13649;5648;8001
"4252";431643;"Saldanha Marinho (RS)";"Saldanha Marinho";220.7;14.5;256.75464;75.61;10.28;2.11;7.43;274.63;0.49;32.85;31.73;0.818;83.01;93.63;5.29;1809;1954;228;241;3330;3195;1892;1303
"4253";354480;"Sales (SP)";"Sales";309.5;14.8;381.758603;73.58;11.75;1.9;16.88;225.42;0.5;51.3;35.43;0.77;73.92;86.7;4.86;1891;2552;229;356;3758;4563;3559;1004
"4254";354490;"Sales Oliveira (SP)";"Sales Oliveira";304.6;30.6;332.340771;74.8;9.86;2.17;9.1;318.39;0.51;38.04;35.29;0.819;82.82;92.4;5.53;4002;5144;468;688;7762;9325;7841;1484
"4255";354500;"Salesópolis (SP)";"Salesópolis";426.8;33.6;80.499012;68.5;21.42;2.41;17.66;255.11;0.55;44.96;37.38;0.748;74.31;86.14;4.94;5359;7506;650;985;11359;14357;8741;5616
"4256";421530;"Salete (SC)";"Salete";167.4;42.6;158.847037;75.23;13.12;2.95;6.76;232.81;0.51;50.93;39.26;0.8;77.06;93.68;4.84;3479;3584;287;337;8080;7163;4583;2580
"4257";251300;"Salgadinho (PB)";"Salgadinho";180.4;15.6;218.550649;60.66;58.76;2.38;50.66;60.26;0.54;57.29;61.32;0.564;75.57;58.51;2.41;1059;1251;207;242;2710;2823;505;2318
"4258";261210;"Salgadinho (PE)";"Salgadinho";71.9;99.2;83.78241;64.88;58.53;2.94;52.41;78.85;0.5;52.11;52.79;0.602;73.55;59.24;2.49;2346;3239;433;453;5923;7139;2251;4888
"4259";280620;"Salgado (SE)";"Salgado";255.8;73.8;45.972956;60.74;58.42;3.29;43.13;86.92;0.57;46.7;55.35;0.611;80.05;67.95;2.96;5912;7962;715;933;16717;18876;4983;13893
"4260";251310;"Salgado de São Félix (PB)";"Salgado de São Félix";161.6;74.4;69.158001;58.52;68.05;3.21;50.38;71.45;0.51;45.76;53.81;0.552;71.09;56.2;2.41;5485;5897;1249;1279;12534;12046;4927;7119
"4261";412280;"Salgado Filho (PR)";"Salgado Filho";181.3;29.4;417.188419;75.67;8.71;2.89;16.88;135.8;0.56;46.09;53.06;0.759;78.69;86.56;4.24;2378;2544;178;296;5926;5338;2158;3180
"4262";261220;"Salgueiro (PE)";"Salgueiro";1733.7;29.7;466.384235;69.68;38.44;3.07;28.11;141.92;0.65;53.8;53.13;0.708;79.95;76.95;4.62;18476;23263;2432;3029;47211;51571;39891;11680
"4263";315700;"Salinas (MG)";"Salinas";1894.8;19.4;441.835464;69.37;30.63;2.44;30.67;135.01;0.6;44.26;50.23;0.699;77.13;76.15;3.67;14001;18020;1856;2618;32962;36720;26278;10442
"4264";292730;"Salinas da Margarida (BA)";"Salinas da Margarida";148.9;69.7;29.568886;61.41;55.7;2.32;19.21;82.35;0.54;51.49;53.96;0.659;89.2;84.36;4.61;3339;4524;576;730;8891;10377;4611;5766
"4265";150620;"Salinópolis (PA)";"Salinópolis";218.8;152.3;157.201375;71.46;23.66;3.42;19.67;159.1;0.64;46.68;45.54;0.74;76.59;85.53;4.52;7735;12852;832;1329;22670;33449;30417;3032
"4266";231195;"Salitre (CE)";"Salitre";797.5;17.4;449.440847;63.89;56.1;3.93;58.83;55.2;0.55;53.07;62.15;0.558;78.07;48.44;1.56;4612;5703;663;775;12645;13925;4489;9436
"4267";354510;"Salmourão (SP)";"Salmourão";173.2;25.4;483.289905;70.03;18.17;2.26;23.53;192.11;0.47;47.84;31.5;0.734;77.21;81.52;4.24;2140;2446;259;379;4462;4401;3561;840
"4268";261230;"Saloá (PE)";"Saloá";297;50.5;223.449737;59.33;87.32;3.02;50.65;75.74;0.6;63.04;61.64;0.561;75.7;54.74;2.7;6195;7115;1330;1440;14187;15006;5141;9865
"4269";354515;"Saltinho (SP)";"Saltinho";99.2;58.2;131.8034;77.35;6.39;2.46;5.83;406.28;0.48;45.88;34.56;0.851;80.34;95.78;6.01;2618;3344;292;390;4938;5799;4813;986
"4270";421535;"Saltinho (SC)";"Saltinho";153.6;27.3;459.108613;72.08;20.3;2.85;20.98;179;0.6;54.33;55.51;0.745;77.95;82.48;3.59;1989;1983;163;211;5010;4196;899;3297
"4271";354520;"Salto (SP)";"Salto";134.6;692.1;76.785488;71.1;16.08;2.19;7.73;343;0.51;70.82;43.34;0.809;85.95;93.65;6.2;34526;49168;2952;5134;72333;93159;92065;1094
"4272";315710;"Salto da Divisa (MG)";"Salto da Divisa";946.8;7.2;599.338843;64.69;47.21;2.58;43.1;127.85;0.62;43.93;46.35;0.642;75.19;64.57;3.03;3149;3161;468;524;7788;6779;5571;1208
"4273";354530;"Salto de Pirapora (SP)";"Salto de Pirapora";281;124.9;96.069884;71.86;14.69;2.81;14.07;235.77;0.49;67.4;44.82;0.771;75.95;89.09;4.86;11955;17802;1091;1996;25344;35072;27384;7688
"4274";510775;"Salto do Céu (MT)";"Salto do Céu";1299.5;4.2;223.590368;68.12;30.82;2.71;28.47;163.88;0.56;55.39;47.31;0.702;73.24;77.96;3.59;2897;2221;261;289;7410;4675;2408;2267
"4275";412290;"Salto do Itararé (PR)";"Salto do Itararé";203.2;27.3;206.128974;66.66;26.51;3.15;28.49;149.36;0.58;37.2;44.73;0.695;77.57;78.59;3.73;3051;3082;340;459;6360;5549;3419;2130
"4276";431645;"Salto do Jacuí (RS)";"Salto do Jacuí";827.6;15.6;218.54348;68.01;26.3;2.42;16.85;226;0.6;45.37;43.74;0.749;79.97;87.67;4.9;5158;6712;504;733;10876;12948;9905;3043
"4277";412300;"Salto do Lontra (PR)";"Salto do Lontra";327.5;38.6;406.347266;73.6;11.91;2.84;19.68;177.83;0.56;42.8;43.82;0.76;81.3;84.03;4.21;5810;6512;503;782;13599;12757;5602;7155
"4278";354540;"Salto Grande (SP)";"Salto Grande";211.1;40;349.744155;70.78;16.7;2.46;16.36;238.7;0.55;42.76;36.23;0.761;76.82;86.37;5.21;3731;4628;545;741;7369;8444;7387;1057
"4279";421540;"Salto Veloso (SC)";"Salto Veloso";102;38.3;292.512304;71.62;21.48;2.52;10.18;295.41;0.53;38.29;37.07;0.796;84.53;91.13;5.32;1615;2030;136;211;3510;3910;2834;1076
"4280";292740;"Salvador (BA)";"Salvador";709.5;3440.3;0;69.64;36.35;1.69;7.28;341.32;0.66;54.28;46.31;0.805;89.78;93.72;7.72;935316;1247194;74125;111348;2077256;2443107;2442102;1005
"4281";431647;"Salvador das Missões (RS)";"Salvador das Missões";97.4;27.4;409.190817;74.45;12.27;2.15;3.41;210.42;0.43;35.04;38.09;0.813;88.92;97.77;5.77;1680;1657;217;247;2997;2665;850;1815
"4282";431650;"Salvador do Sul (RS)";"Salvador do Sul";128.5;53.8;71.459707;76.3;9.18;2.18;4.52;304.12;0.44;24.23;25.72;0.83;81.12;95.84;5.47;3362;4101;453;620;6178;6913;3192;3721
"4283";150630;"Salvaterra (PA)";"Salvaterra";1048.2;14.4;78.13071;69.71;28.72;3.73;15.15;101.38;0.56;50.11;52.4;0.715;80.61;88.16;4.45;4558;6259;666;849;11889;15118;8651;6467
"4284";210970;"Sambaíba (MA)";"Sambaíba";3005.6;1.7;525.11255;63.36;48.15;3.33;34.23;63.08;0.71;68.92;71.47;0.609;76.1;70.19;3.05;2132;2036;225;286;5743;5261;2295;2966
"4285";171880;"Sampaio (TO)";"Sampaio";201.7;13.9;537.875627;56.91;78.02;4.58;38.64;56.51;0.62;57.72;63.77;0.576;89.95;67.3;3.67;959;1031;121;155;2827;2801;2289;512
"4286";431660;"Sananduva (RS)";"Sananduva";505.1;29.2;238.1588;72.04;16.87;2.33;11.23;328.63;0.6;43.25;32.92;0.804;83.39;91.47;5.24;7830;8885;814;1153;14448;14744;8990;5754
"4287";521900;"Sanclerlândia (GO)";"Sanclerlândia";498.5;15;124.97774;69.14;23.49;2.24;21.36;172.19;0.55;53.36;42.14;0.734;83.38;83.51;4.8;3300;4053;317;460;7353;7530;5765;1765
"4288";171884;"Sandolândia (TO)";"Sandolândia";3542;0.9;315.329745;66.73;37.75;3.39;26.81;185.18;0.62;43.85;41.04;0.712;80.37;79.03;3.54;1265;1640;124;172;3041;3332;1415;1917
"4289";354550;"Sandovalina (SP)";"Sandovalina";456.4;6.8;538.232734;73.96;11.15;2.9;16.04;198.05;0.54;56.33;45.78;0.773;81.53;86.22;5.27;1039;1544;124;170;2403;3089;1750;1339
"4290";421545;"Sangão (SC)";"Sangão";83.2;97.7;128.887257;75.17;13.23;3.12;13.79;293.36;0.56;46.82;32.52;0.794;67.64;90.02;4.1;2343;3826;241;344;5251;8128;3624;4504
"4291";261240;"Sanharó (PE)";"Sanharó";247.5;64.2;188.432769;60.96;78.25;3.17;41.92;130.24;0.64;51;52.61;0.618;74.95;63.07;3.43;6526;7629;1136;1282;15024;15879;7613;8266
"4292";354560;"Santa Adélia (SP)";"Santa Adélia";331.9;40.5;339.418039;70.93;16.42;2.4;11.7;284.22;0.46;54.68;33.35;0.776;74.56;89.72;4.93;6560;7631;839;1130;12615;13449;12070;1379
"4293";354570;"Santa Albertina (SP)";"Santa Albertina";275.1;20.3;575.166904;72.24;14;2.16;18.48;281.6;0.59;47.45;35.63;0.784;85.73;84.84;4.6;3184;3440;434;633;5870;5586;4433;1153
"4294";412310;"Santa Amélia (PR)";"Santa Amélia";81.3;54.2;267.00416;67.37;24.72;2.89;24.9;172.17;0.57;37.17;37.9;0.711;75.14;81.72;4.38;2116;2240;219;311;4628;4407;2950;1457
"4295";292750;"Santa Bárbara (BA)";"Santa Bárbara";326.1;54.9;123.309626;63.45;47.81;2.41;37.32;76.04;0.53;45.29;53.71;0.621;79.57;69;3.04;6805;8214;1269;1432;16768;17933;7167;10766
"4296";315720;"Santa Bárbara (MG)";"Santa Bárbara";686.2;35.2;58.691383;69.52;30.15;2.47;13.21;191.74;0.56;36.47;39;0.762;87.18;90.58;5.25;9663;11754;928;1284;21783;24180;21294;2886
