"Código";"Município";"Municipio";"Área_km_";"Densidade_demográfica_2000";"Distância_à_capital_km_";"Esperança_de_vida_ao_nascer_2000";"Mortalidade_até_um_ano_de_idade_2000";"Taxa_de_fecundidade_total_2000";"Percentual_de_pessoas_de_25_anos_ou_mais_analfabetas_2000";"Renda_per_Capita_2000";"Índice_de_Gini_2000";"Intensidade_da_indigência_2000";"Intensidade_da_pobreza_2000";"Índice_de_Desenvolvimento_Humano_Municipal_2000";"Taxa_bruta_de_freqüência_à_escola_2000";"Taxa_de_alfabetização_2000";"Média_de_anos_de_estudo_das_pessoas_de_25_anos_ou_mais_de_idade_2000";"População_de_25_anos_ou_mais_de_idade_1991";"População_de_25_anos_ou_mais_de_idade_2000";"População_de_65_anos_ou_mais_de_idade_1991";"População_de_65_anos_ou_mais_de_idade_2000";"População_total_1991";"População_total_2000";"População_urbana_2000";"População_rural_2000"
"1306";311700;"Comercinho (MG)";"Comercinho";665.4;13.1;453.07437;62.68;55.6;2.4;38.55;61.54;0.59;61.99;62.64;0.603;77.07;69.54;2.52;4140;4697;508;723;10240;10204;3340;6864
"1307";510330;"Comodoro (MT)";"Comodoro";21826.3;0.7;451.034534;67.47;32.82;2.51;20.23;242.47;0.65;59.13;55.25;0.724;69.64;81.22;4.15;3836;6442;204;412;9974;15046;8865;6181
"1308";250440;"Conceição (PB)";"Conceição";580.1;30.9;404.881084;65.03;42.22;2.86;47.73;77.87;0.6;54.74;61.28;0.608;79.33;58.85;3.12;7192;8095;1092;1176;18967;17931;10272;7659
"1309";311710;"Conceição da Aparecida (MG)";"Conceição da Aparecida";350.5;26.7;273.695751;73.96;17.89;2.15;15.38;298.15;0.54;46.28;27.01;0.784;66.38;88.49;4.34;4499;5170;582;776;9158;9372;5608;3764
"1310";320160;"Conceição da Barra (ES)";"Conceição da Barra";1039.6;25.3;202.028721;63.3;44.27;3.01;28.94;156.97;0.61;40.16;45.36;0.688;82.98;80.01;4.34;8713;11834;769;1302;22282;26494;19319;7175
"1311";311520;"Conceição da Barra de Minas (MG)";"Conceição da Barra de Minas";273.8;14.7;155.369944;66.38;40.75;2.53;13.18;132.9;0.49;32.14;37.79;0.701;69.3;89.02;4.35;1766;2099;223;280;3898;4021;2674;1347
"1312";290820;"Conceição da Feira (BA)";"Conceição da Feira";160.3;109.3;73.941882;63.93;46.06;2.7;27.29;96.8;0.53;47.03;48.39;0.668;87.42;79.04;4.29;6332;7849;1006;1160;16067;17514;11237;6277
"1313";311730;"Conceição das Alagoas (MG)";"Conceição das Alagoas";1352.2;12.7;463.290681;71.28;24.92;2.32;15.76;283.14;0.56;58.09;34.5;0.767;71.52;86.54;4.82;7063;9144;712;971;14054;17156;14410;2746
"1314";311720;"Conceição das Pedras (MG)";"Conceição das Pedras";101.8;26.7;303.257188;73.18;19.85;2.42;16.42;170.88;0.5;32.06;34.28;0.751;70.98;87.46;4.19;1190;1476;149;210;2493;2714;1140;1574
"1315";311740;"Conceição de Ipanema (MG)";"Conceição de Ipanema";255.3;17.1;236.705445;70;28.66;2.25;29.96;159.83;0.53;35.98;38.59;0.704;69.51;76.42;3.37;2487;2485;387;421;5163;4377;1421;2956
"1316";330140;"Conceição de Macabu (RJ)";"Conceição de Macabu";348.5;53.7;164.886795;67.32;24.27;2.77;14.4;213.91;0.51;54.25;43.07;0.738;78.64;86.89;5.66;8236;9884;935;1266;17474;18782;16542;2240
"1317";290830;"Conceição do Almeida (BA)";"Conceição do Almeida";291.1;64.8;72.987517;64.64;43.54;2.52;37.87;94.82;0.52;49.14;48.15;0.642;80.7;69.67;3.57;7966;9262;1617;1731;18542;18912;8318;10594
"1318";150270;"Conceição do Araguaia (PA)";"Conceição do Araguaia";5853.9;7.4;760.514593;70.5;26.37;3.25;29.59;152.98;0.63;52.14;49.25;0.718;78.12;78.75;3.92;16338;18683;1386;1992;43481;43386;29370;14016
"1319";220280;"Conceição do Canindé (PI)";"Conceição do Canindé";874.6;5.6;337.258583;57.07;74.82;3.75;45.52;74.73;0.61;54.74;59.28;0.565;78;61.06;2.3;1698;2219;303;345;4358;4926;2607;2319
"1320";320170;"Conceição do Castelo (ES)";"Conceição do Castelo";361.7;30;94.551943;67.09;31.72;2.21;21.98;181.43;0.52;38.49;40.88;0.709;67.41;84.12;4.37;4594;5572;481;711;10401;10910;4368;6542
"1321";290840;"Conceição do Coité (BA)";"Conceição do Coité";1090.5;51.6;177.398951;58.16;69.67;2.61;34.62;94.9;0.57;46.57;52.05;0.611;79.91;72.13;3.06;20022;25246;2879;3480;52338;56317;28026;28291
"1322";290850;"Conceição do Jacuípe (BA)";"Conceição do Jacuípe";145.1;180.4;65.240374;65.21;41.58;2.41;24.68;140.29;0.56;39.09;42.05;0.695;82.91;81.05;4.61;9046;12206;1181;1502;22905;26194;19466;6728
"1323";210355;"Conceição do Lago-Açu (MA)";"Conceição do Lago-Açu";719.8;15;158.999803;58.66;67.42;4.76;51.58;47.84;0.47;46.47;58.16;0.529;63.38;59.5;1.82;3241;3863;374;387;9185;10774;5252;5522
"1324";311750;"Conceição do Mato Dentro (MG)";"Conceição do Mato Dentro";1676.6;11.1;102.998298;67.72;36.01;3.43;29.82;111.36;0.64;50.13;56.2;0.672;73.89;74.59;3.21;8185;8827;1417;1649;18721;18637;10636;8001
"1325";311760;"Conceição do Pará (MG)";"Conceição do Pará";250.2;19.2;98.647997;73.5;19.03;2.59;16.38;162.99;0.5;45.09;36.83;0.749;69.09;87.64;4.43;1826;2559;267;396;3899;4793;1722;3071
"1326";311770;"Conceição do Rio Verde (MG)";"Conceição do Rio Verde";371;33;257.575627;71.53;24.24;2.59;20.42;237.59;0.59;40.52;33.44;0.747;68.56;82.51;4.71;5016;6334;689;896;10472;12273;10594;1679
"1327";170560;"Conceição do Tocantins (TO)";"Conceição do Tocantins";1914.7;2.3;254.400269;65.23;42.87;3.49;35.69;91.7;0.62;53.04;57.45;0.65;82.19;71.92;3.14;1972;1701;177;213;5302;4377;2335;2042
"1328";311780;"Conceição dos Ouros (MG)";"Conceição dos Ouros";183.1;48.8;345.922443;72.12;22.61;2.81;14.65;210.59;0.5;46.53;33.58;0.757;69.95;88.12;4.77;3660;4739;403;588;7695;8929;6477;2452
"1329";351220;"Conchal (SP)";"Conchal";184.3;122.8;146.074147;72.53;13.5;2.92;15.21;248.88;0.54;57.84;40.5;0.77;71.87;87.76;4.56;8745;11270;772;1169;19272;22676;20297;2379
"1330";351230;"Conchas (SP)";"Conchas";469.4;31.8;152.332813;71.45;15.43;2.32;9.16;364.38;0.57;53.4;34.19;0.796;72.11;92.28;5.97;6368;8397;1021;1391;11890;14904;11277;3627
"1331";420430;"Concórdia (SC)";"Concórdia";807.7;78;345.519624;76.28;11.03;2.05;7.38;380.5;0.55;47.03;41.24;0.849;90.09;94.08;5.97;28676;34759;2595;3471;59214;63058;45254;17804
"1332";150275;"Concórdia do Pará (PA)";"Concórdia do Pará";710.7;29.7;85.639509;69.65;28.88;4.35;37.68;79.18;0.57;58.75;57.07;0.66;79.86;69.82;2.8;5078;7700;562;920;15247;20956;10848;10108
"1333";250450;"Condado (PB)";"Condado";377;17.2;302.828048;61.56;55.09;2.42;45.72;80.44;0.53;49.98;55.53;0.603;81.81;63.28;2.76;2689;3128;453;530;6620;6495;4126;2369
"1334";260460;"Condado (PE)";"Condado";90.9;239.3;57.601708;66.2;52.58;2.88;40.12;80.01;0.56;59.49;56.99;0.627;72.24;67.33;3.68;7566;9973;1068;1357;18450;21797;18473;3324
"1335";250460;"Conde (PB)";"Conde";164.8;99.6;16.858885;63.51;47.59;3.3;45.7;98.57;0.57;48.97;52.03;0.613;72.58;62.31;3;3752;6868;415;706;10268;16413;10266;6147
"1336";290860;"Conde (BA)";"Conde";954.4;21.4;161.461319;62.71;50.61;4.56;39.01;78.9;0.59;59.29;62.78;0.594;68.05;63.93;3.15;6129;8112;1060;1336;16149;20426;10492;9934
"1337";290870;"Condeúba (BA)";"Condeúba";1241.5;14.5;429.860582;65.81;39.58;3.32;46.62;107.44;0.65;55.51;57.57;0.631;69.78;64.14;2.21;7383;8420;1293;1525;17898;18047;6331;11716
"1338";430570;"Condor (RS)";"Condor";465.6;13.9;298.528707;72.7;15.54;2.43;8.92;240.69;0.56;43.27;39.97;0.793;83.1;92.82;5.05;3234;3622;433;511;6421;6491;3420;3071
"1339";311787;"Confins (MG)";"Confins";42.1;113.9;20.64021;72.75;20.95;2.07;11.23;192.05;0.47;53.94;41.89;0.773;80.67;90.62;5.47;1577;2512;167;259;3371;4880;3126;1754
"1340";510335;"Confresa (MT)";"Confresa";5819.7;3.1;736.701942;68.37;30.06;3.4;22.89;162.24;0.63;64.51;55.98;0.704;68.48;80.98;3.48;4379;7684;275;483;11313;17841;6209;11632
"1341";250470;"Congo (PB)";"Congo";329.8;13.9;212.000911;66.5;37.3;2.84;39.81;82.22;0.48;45.81;50.18;0.631;78.12;64.86;3.12;2245;2320;500;454;5108;4602;2176;2426
"1342";311790;"Congonhal (MG)";"Congonhal";206.3;42.3;337.748196;69.56;30.02;2.26;17.04;205.07;0.49;50.1;34.29;0.726;60.08;85.93;4.56;3583;4979;375;594;7094;8726;6122;2604
"1343";311800;"Congonhas (MG)";"Congonhas";306.4;134.3;76.580327;71.23;25.07;2.42;8.37;221.57;0.53;56.64;41.5;0.788;89.92;93.11;5.92;16578;21301;1271;2062;35364;41256;39458;1798
"1344";311810;"Congonhas do Norte (MG)";"Congonhas do Norte";484.5;10.2;115.876981;67.72;36.01;3.95;34.58;102.37;0.65;57.34;58.65;0.655;72.02;70.09;2.97;1873;2194;290;408;4533;4897;2225;2672
"1345";410600;"Congonhinhas (PR)";"Congonhinhas";539.4;14.5;245.520215;67.37;24.72;2.79;31.54;146.37;0.52;40.94;36.41;0.692;75.5;77.02;3.77;3603;4138;444;642;7773;7851;4704;3147
"1346";311820;"Conquista (MG)";"Conquista";618;9.9;374.966972;71.28;24.92;2.32;13.94;268.83;0.58;43.87;30.9;0.779;82.41;87.75;4.9;3456;3356;368;478;7048;6101;4747;1354
"1347";311830;"Conselheiro Lafaiete (MG)";"Conselheiro Lafaiete";371.3;275.8;95.336167;71.23;25.07;2.09;6.69;258.21;0.53;46.4;41.14;0.793;83.75;94.55;6.39;44401;55645;4182;6006;89059;102836;99515;3321
"1348";410610;"Conselheiro Mairinck (PR)";"Conselheiro Mairinck";193.3;17.9;219.364547;65.41;29.9;2.86;23.5;203.58;0.62;43.6;41.25;0.707;75.58;80.26;4.19;1589;1803;194;280;3493;3463;2406;1057
"1349";311840;"Conselheiro Pena (MG)";"Conselheiro Pena";1412.7;15.4;269.885412;70.93;25.94;2.06;25.47;208.68;0.62;39.46;40.86;0.734;73.73;79.22;4.29;10903;11302;1471;1773;23670;21734;16611;5123
"1350";311850;"Consolação (MG)";"Consolação";86.1;19.7;365.697919;69.57;29.98;2.84;24.63;145.46;0.51;36.82;38.27;0.703;67.91;80.56;3.64;852;968;90;143;1708;1699;850;849
"1351";430580;"Constantina (RS)";"Constantina";278.5;41.9;307.551593;75.51;10.45;2.38;12.58;227.53;0.51;38.59;43.66;0.796;80.7;89.79;4.86;6399;6621;698;927;12867;11667;5802;5865
"1352";311860;"Contagem (MG)";"Contagem";195.2;2748;16.376173;70.07;28.47;2;7.03;280.59;0.51;55.55;41.85;0.789;81.68;94.38;6.49;206666;277992;12299;21230;449588;538017;533330;4687
"1353";410620;"Contenda (PR)";"Contenda";322.3;41.1;38.070062;71.09;16.46;2.74;9.05;207.6;0.56;50.66;44;0.761;70.46;92.5;4.59;5337;6690;547;762;11732;13241;6320;6921
"1354";290880;"Contendas do Sincorá (BA)";"Contendas do Sincorá";865.3;4.9;287.323858;61.19;56.56;2.18;37.5;97.25;0.55;47.52;50.4;0.619;75.8;69.55;2.94;2040;2118;375;422;4763;4264;2331;1933
"1355";311870;"Coqueiral (MG)";"Coqueiral";297.4;32.3;217.09471;72.25;22.25;2.93;14.56;197.57;0.51;38.33;34.22;0.752;67.76;87.88;4.55;4349;4996;537;685;9214;9612;6118;3494
"1356";270220;"Coqueiro Seco (AL)";"Coqueiro Seco";40.4;126.8;8.072862;66.9;36.98;3.02;42.15;94.64;0.6;60.88;57.4;0.631;70.57;64.31;3.71;1861;2320;272;336;4784;5134;4574;560
"1357";430585;"Coqueiros do Sul (RS)";"Coqueiros do Sul";257.4;10.5;260.724092;70.86;19.39;2.12;7.49;199.14;0.5;29.36;31.83;0.767;78.2;93.17;4.59;1400;1687;197;287;2652;2695;804;1891
"1358";311880;"Coração de Jesus (MG)";"Coração de Jesus";2243.8;11.4;350.693168;68.95;31.93;3.36;30.41;116.08;0.63;43.87;51.94;0.687;75.34;76.79;3.56;9279;11355;1020;1492;23965;25729;13948;11781
"1359";290890;"Coração de Maria (BA)";"Coração de Maria";358.7;66.4;86.004662;63.45;47.81;3.02;37.87;92.6;0.56;45.44;52.92;0.64;83.86;70.49;3.1;8516;10292;1405;1666;21937;23818;7528;16290
"1360";410630;"Corbélia (PR)";"Corbélia";545.6;28.9;411.839558;69.32;20.14;2.35;11.94;240.54;0.52;50.21;38.77;0.767;83.84;89.4;5.14;7186;8396;626;945;15780;15803;12542;3261
"1361";330150;"Cordeiro (RJ)";"Cordeiro";116.3;159.9;130.370999;72.2;14.15;2.28;12.22;275.43;0.53;45.66;40.22;0.789;78.66;91.01;6.29;8257;10281;966;1379;16028;18601;17756;845
"1362";290900;"Cordeiros (BA)";"Cordeiros";556.4;14.6;434.82091;65.23;41.52;3.13;48.78;84.11;0.52;50.06;53.47;0.615;76.63;61.04;1.97;4162;3769;643;633;10664;8193;2100;6093
"1363";351240;"Cordeirópolis (SP)";"Cordeirópolis";137.7;127.7;145.195056;76.82;7.06;2.06;8.08;367.03;0.5;78.84;38.04;0.835;77.86;93.28;5.9;6968;9588;785;1133;13338;17591;16068;1523
"1364";420435;"Cordilheira Alta (SC)";"Cordilheira Alta";84.7;36.5;406.461207;76.29;11.01;2.41;10.71;315.96;0.54;28.21;35.09;0.826;87.9;89.27;4.71;2487;1721;266;181;5330;3093;303;2790
"1365";311890;"Cordisburgo (MG)";"Cordisburgo";825.7;10.3;85.878186;68.87;32.2;2.11;15.68;176.06;0.57;37.15;38.9;0.733;77.04;86.32;4.55;3852;4413;559;685;8451;8522;5688;2834
"1366";311900;"Cordislândia (MG)";"Cordislândia";179.7;18.7;284.715377;73.2;19.78;2.8;19.19;172.66;0.49;37.37;31.64;0.75;75.94;84.07;4.44;1477;1751;169;221;3030;3359;2704;655
"1367";230400;"Coreaú (CE)";"Coreaú";815;24.5;235.327427;65.8;48.3;4.3;57.17;64.44;0.52;49.21;55.85;0.591;82.18;52.45;2.02;6974;8711;1079;1347;17565;19981;11263;8718
"1368";250480;"Coremas (PB)";"Coremas";463.1;32.6;340.166709;62.69;50.67;2.29;46.92;84.53;0.56;51.36;55.88;0.595;76.02;58.55;2.84;6261;7054;1052;1159;15169;15130;10571;4559
"1369";500310;"Corguinho (MS)";"Corguinho";2648.5;1.3;70.527535;67.59;32.81;3.23;18.07;170.12;0.54;42.94;39.72;0.723;78.21;85.29;4.01;1631;1818;135;216;3679;3592;1489;2103
"1370";290910;"Coribe (BA)";"Coribe";2688.5;5.6;649.421795;65.21;41.57;3.09;43.82;55.83;0.62;64.12;67.71;0.611;81.83;67.14;2.32;5358;6736;567;926;14167;15148;5695;9453
"1371";311910;"Corinto (MG)";"Corinto";2532.4;9.7;167.982966;66.32;40.98;2.45;15.91;191.81;0.58;42.09;39.46;0.722;74.75;86.69;5.16;11735;12635;1439;1939;25096;24546;21450;3096
"1372";410640;"Cornélio Procópio (PR)";"Cornélio Procópio";627.1;74.7;285.834174;69.58;19.56;2.29;12.44;316.35;0.55;39.25;33.82;0.791;90.33;89.39;6.56;23344;26345;2501;3388;46644;46861;42683;4178
"1373";311920;"Coroaci (MG)";"Coroaci";578.5;18.6;219.853789;67.89;35.42;2.34;24.27;138.93;0.58;35.88;44.53;0.699;73.82;80.86;3.73;4621;5149;651;901;10800;10802;4695;6107
"1374";351250;"Coroados (SP)";"Coroados";247.2;17.9;446.811288;75.07;9.47;1.97;13.57;246.34;0.51;53.81;36.02;0.802;83.98;90.02;5.15;1894;2412;219;303;3862;4417;3308;1109
"1375";210360;"Coroatá (MA)";"Coroatá";2228.8;24.9;178.897361;58.06;70.17;3.34;50.68;65.75;0.63;56.38;62.5;0.556;76.13;58.82;2.51;18472;23317;2580;3287;47487;55676;33419;22257
"1376";311930;"Coromandel (MG)";"Coromandel";3306.6;8.3;371.830965;74.56;16.48;2.57;13.75;250.12;0.54;46.78;28.69;0.786;73.93;88.77;5.33;12041;15152;985;1565;24954;27452;20261;7191
"1377";430587;"Coronel Barros (RS)";"Coronel Barros";161.8;15.2;330.552676;72.7;15.54;2.06;6.22;221.73;0.46;34.75;37.16;0.792;82.26;94.84;4.97;1787;1578;277;263;3065;2454;855;1599
"1378";430590;"Coronel Bicaco (RS)";"Coronel Bicaco";494.6;17.1;352.254742;74.19;12.72;2.19;16.83;190.96;0.6;49.05;49.14;0.768;80.18;84.97;4.72;4457;4484;504;612;9598;8435;4283;4152
"1379";410645;"Coronel Domingos Soares (PR)";"Coronel Domingos Soares";1559.9;4.5;289.911224;71;16.64;3.36;16.24;107.81;0.6;53.46;52.54;0.704;66.02;85.86;3.73;2603;3026;187;237;7214;7004;797;6207
"1380";240280;"Coronel Ezequiel (RN)";"Coronel Ezequiel";203.8;26.5;128.936731;67.26;41.62;3.73;49.27;64.54;0.63;70.2;65.86;0.6;72;58.33;2.66;2442;2481;462;470;5909;5409;2212;3197
"1381";311940;"Coronel Fabriciano (MG)";"Coronel Fabriciano";221.7;439.4;142.746779;72.24;22.3;1.92;11.68;259.23;0.55;52.49;45.02;0.789;81.54;91.25;6.03;40108;50181;2992;4907;87439;97451;96255;1196
"1382";420440;"Coronel Freitas (SC)";"Coronel Freitas";234.8;44.5;417.39047;76.29;11.01;2.51;14.44;243.86;0.53;47.44;39.36;0.811;87.86;89.11;4.53;4966;5609;452;610;10402;10535;4494;6041
"1383";240290;"Coronel João Pessoa (RN)";"Coronel João Pessoa";118.8;39.6;361.199301;64.1;53.71;3.85;46.95;55.23;0.63;72.6;69.47;0.592;83.5;60.54;2.57;1848;2087;282;369;4725;4703;1812;2891
"1384";290920;"Coronel João Sá (BA)";"Coronel João Sá";850.3;23.2;305.291443;61.68;54.59;3.43;62.41;56.94;0.57;57.19;61.37;0.526;66.17;45.09;1.58;6176;8164;816;954;17133;19665;5538;14127
"1385";220285;"Coronel José Dias (PI)";"Coronel José Dias";1796.3;2.5;415.368818;60.68;58.65;3.22;44.21;69.61;0.58;53.4;59.02;0.58;73.28;62.82;2.41;1599;2005;268;271;4148;4415;1013;3402
"1386";351260;"Coronel Macedo (SP)";"Coronel Macedo";305.2;18.3;272.864364;66.54;26.04;2.86;19.04;177.04;0.57;41.79;43.31;0.711;74.09;83.73;3.88;2677;2888;290;340;5750;5589;4011;1578
"1387";420445;"Coronel Martins (SC)";"Coronel Martins";99.9;23.9;425.142371;68.92;29.11;2.56;14.81;226.83;0.59;56.03;59.08;0.747;76.89;86.16;4.11;1250;1210;93;104;2821;2388;458;1930
"1388";311950;"Coronel Murta (MG)";"Coronel Murta";816.6;11.2;401.659791;67.64;36.29;3.53;30.71;95.05;0.56;44.05;50.58;0.673;80.03;76.24;3.63;3766;4163;577;693;9191;9134;6477;2657
"1389";311960;"Coronel Pacheco (MG)";"Coronel Pacheco";122.3;23.5;209.454367;70.6;26.9;2.2;17.66;184.15;0.5;39.95;37.22;0.736;73.43;84.04;4.48;1612;1634;186;251;3252;2900;1802;1098
"1390";500315;"Coronel Sapucaia (MS)";"Coronel Sapucaia";1031.3;12.4;327.279161;70.53;24.05;3.1;28.65;153.57;0.56;47.2;46.77;0.713;76.49;77.03;3.35;4412;5203;258;491;11609;12810;9472;3338
"1391";410650;"Coronel Vivida (PR)";"Coronel Vivida";689.5;33.8;335.552772;73.94;11.36;2.9;14.49;194.85;0.53;41.01;42.75;0.775;80.44;88.1;4.79;11522;12137;1138;1547;25140;23306;14732;8574
"1392";311970;"Coronel Xavier Chaves (MG)";"Coronel Xavier Chaves";141.5;22.5;136.97343;69.14;31.33;2.24;11.48;149.75;0.48;36.76;34.76;0.731;72.25;90.86;4.42;1441;1774;140;204;2988;3185;1600;1585
"1393";420455;"Correia Pinto (SC)";"Correia Pinto";623.7;27.3;178.454631;71.92;20.71;2.54;12.61;207.41;0.53;42.63;38.71;0.772;82.26;89.5;5.03;8064;8362;689;771;17749;17026;12046;4980
"1394";220290;"Corrente (PI)";"Corrente";3045.9;7.6;649.163404;67.36;34.57;2.84;26.45;118.7;0.64;54.83;53.54;0.679;76.47;76.07;4.27;7233;9459;890;1261;19858;23226;12552;10674
"1395";260470;"Correntes (PE)";"Correntes";285.2;59.8;199.035199;60.51;80.65;3.59;49.9;85.81;0.64;62.53;63.75;0.587;79.96;57.76;2.74;6639;7473;1351;1361;16218;17044;8844;8200
"1396";290930;"Correntina (BA)";"Correntina";11636.4;2.6;664.122159;65.21;41.57;3.62;40.64;90.57;0.63;63.27;61.5;0.642;86.66;66.4;2.72;10991;13461;1557;1987;28005;30583;11355;19228
"1397";260480;"Cortês (PE)";"Cortês";99.2;130.4;86.048713;59.33;87.32;3.54;45.17;74.18;0.53;48.46;52.84;0.582;76.72;63.91;2.77;4397;5150;622;607;12347;12681;8443;4238
"1398";520590;"Corumbaíba (GO)";"Corumbaíba";1880.9;3.5;178.358128;70.59;19.95;2.3;13.32;217.24;0.53;46.79;40.43;0.767;81.46;89.76;4.56;2791;3705;313;435;5529;6655;4855;1800
"1399";351270;"Corumbataí (SP)";"Corumbataí";278.9;13.6;179.017584;71.17;15.95;2.82;10.09;276.34;0.51;43.87;34.17;0.78;74.03;92.03;4.93;1555;2002;234;307;3156;3794;1718;2076
"1400";410655;"Corumbataí do Sul (PR)";"Corumbataí do Sul";192;25.8;322.886567;66.62;26.63;2.47;33.04;116.09;0.52;49.38;47.21;0.678;78.95;76.72;3.41;2680;2446;214;290;6642;4946;1998;2948
"1401";500320;"Corumbá (MS)";"Corumbá";65165.8;1.5;352.576825;71.35;21.86;3.32;10.26;226.18;0.62;48.69;46.14;0.771;76.65;90.96;6.27;38330;44280;3800;4688;88411;95701;86144;9557
"1402";520580;"Corumbá de Goiás (GO)";"Corumbá de Goiás";1066.2;8.9;96.389451;68.77;24.45;2.77;26.65;175.44;0.6;43.3;44.13;0.716;75.88;79.4;3.71;3805;4795;443;614;8852;9679;5597;4082
"1403";110007;"Corumbiara (RO)";"Corumbiara";3079.7;3.4;571.102941;63.94;37.21;3.05;24.98;123.31;0.56;56.32;51.76;0.668;68.86;82.47;3.04;4207;4566;200;306;11897;10459;2073;8386
"1404";420450;"Corupá (SC)";"Corupá";407.9;29;147.243508;75.29;12.98;2.23;4.57;290.19;0.45;29.19;30.37;0.818;78.07;95.71;5.5;5340;6508;804;924;10389;11847;8727;3120
"1405";270230;"Coruripe (AL)";"Coruripe";971.4;50.1;70.307941;63.28;50.26;2.91;41.13;92.48;0.58;52.53;54.43;0.615;76.7;63.61;3.22;17101;19620;1429;1935;49240;48846;22199;26647
"1406";351290;"Cosmorama (SP)";"Cosmorama";442.6;16.7;470.220414;69.29;19.72;2.39;16.07;235.08;0.51;47.35;35.03;0.755;81.03;86.12;4.56;4312;4532;549;720;7830;7372;4304;3068
"1407";351280;"Cosmópolis (SP)";"Cosmópolis";155.1;286.1;115.422345;72.2;14.08;2.26;9.6;302.06;0.5;72.7;52.59;0.799;79.42;92.95;5.86;17617;23656;1623;2378;35941;44355;42546;1809
"1408";110008;"Costa Marques (RO)";"Costa Marques";5140.6;2;410.772136;64.01;36.98;3.95;20.16;160.81;0.6;51.84;49.44;0.693;74.17;84.02;4.48;1960;4034;88;347;5360;10208;6758;3450
"1409";500325;"Costa Rica (MS)";"Costa Rica";5740.8;2.7;264.151607;71.87;20.53;2.23;17.53;346.15;0.76;64.71;40.11;0.798;85.72;86.61;4.48;6170;7742;373;668;13973;15488;11483;4005
"1410";290940;"Cotegipe (BA)";"Cotegipe";4162;3.2;632.194612;63.88;46.26;3.61;49.49;76.42;0.55;47.33;54.69;0.607;79.89;61.54;2.09;4523;5405;611;766;12480;13374;6547;6827
"1411";351300;"Cotia (SP)";"Cotia";324.6;456.2;29.486182;71.69;15;2.13;8.5;431.58;0.62;70.47;51.09;0.826;87.89;92.95;6.42;48736;74552;3282;5687;107453;148987;148987;0
"1412";430595;"Cotiporã (RS)";"Cotiporã";183.5;22.2;123.935812;75.34;10.73;2.16;6.72;318.92;0.42;54.82;38.09;0.82;79.79;93.06;5.04;2514;2634;424;546;4159;4093;1875;2218
"1413";510337;"Cotriguaçu (MT)";"Cotriguaçu";9161.7;0.9;685.238555;68.7;29.08;3.3;20.31;225.96;0.63;74.85;52.01;0.721;58.74;84;3.88;1509;3682;41;139;3625;8474;3707;4767
"1414";170600;"Couto de Magalhães (TO)";"Couto de Magalhães";1592.4;2.7;232.012961;60.07;63.18;2.71;32.26;102.62;0.55;44.06;49.73;0.628;76.92;74.6;3.14;1681;1825;158;209;4416;4335;1835;2500
"1415";312010;"Couto de Magalhães de Minas (MG)";"Couto de Magalhães de Minas";484.9;7.6;200.599381;68.7;32.75;3.7;21.63;133.2;0.58;40.22;48.17;0.712;78.95;83.4;4.28;1664;1840;245;276;4012;4007;3621;386
"1416";430597;"Coxilha (RS)";"Coxilha";421.1;7.1;235.736713;71.85;17.27;2.77;11.71;224.62;0.51;48.73;36.54;0.769;73.97;90.49;4.69;1569;1561;167;176;3237;2979;1621;1358
"1417";500330;"Coxim (MS)";"Coxim";6430.7;4.8;215.45953;71.2;22.25;2.56;18.48;299.93;0.68;39.58;34.87;0.78;83.17;85.02;4.94;11563;15210;1012;1623;27418;30866;27419;3447
"1418";250485;"Coxixola (PB)";"Coxixola";113.7;12.5;200.329492;63.64;47.11;2.81;31.39;88.06;0.52;49.46;51.67;0.639;79.94;72.8;2.99;576;806;140;171;1223;1422;589;833
"1419";311990;"Córrego do Bom Jesus (MG)";"Córrego do Bom Jesus";123.6;31;378.683705;69.67;29.67;2.26;15.66;179.83;0.51;39.04;39.46;0.735;74.44;85.93;4.23;2146;2325;314;410;3929;3827;1388;2439
"1420";520570;"Córrego do Ouro (GO)";"Córrego do Ouro";463.9;6.4;144.361744;67.78;27.14;2.1;21.07;162.96;0.52;45.67;40.56;0.726;85.45;83.74;4.44;1494;1637;124;166;3289;2973;1609;1364
"1421";311980;"Córrego Danta (MG)";"Córrego Danta";646.8;5.7;203.638817;72.33;22.06;2.25;16.12;218.56;0.52;59.79;32.88;0.752;66.73;86;4.72;2266;2160;275;305;4368;3674;2161;1513
"1422";311995;"Córrego Fundo (MG)";"Córrego Fundo";105.7;49;181.001525;70.38;27.52;2.26;14.53;169.82;0.47;46.87;36.95;0.73;65.36;88.14;4.12;2358;2819;268;336;5035;5179;3353;1826
"1423";312000;"Córrego Novo (MG)";"Córrego Novo";198.6;18.3;163.081861;69.38;30.58;2.72;30.82;117.66;0.52;45.88;48.46;0.677;67.17;74.87;3.29;1829;1853;231;316;4057;3638;2142;1496
"1424";311783;"Cônego Marinho (MG)";"Cônego Marinho";1623.5;4;504.97191;69.06;31.6;3.93;39.53;58.31;0.65;70.9;69.64;0.639;78.57;70.37;2.72;2582;2746;340;404;6885;6477;764;5713
"1425";270235;"Craíbas (AL)";"Craíbas";276.4;75.2;113.291005;63.2;50.57;4.12;57.06;57.91;0.54;56.8;62.93;0.553;73.17;49.11;1.95;6588;8429;837;1072;17816;20789;6608;14181
