,emb0,emb1,emb2,emb3,emb4,emb5
820,11.741832,2.8702884,11.417946,7.7236557,13.683334,-3.006765
821,11.07435,2.672644,11.256472,7.404587,12.683408,-1.9804708
822,12.193369,3.4652574,11.372898,7.5650373,10.214075,-1.3686739
823,11.795957,2.3642821,10.542226,8.171836,12.54865,-2.4456794
824,11.876564,2.9855397,11.215429,7.6893897,11.004931,-1.502044
825,11.990479,2.7618756,10.67642,7.240507,9.469978,-0.19413495
826,12.133565,2.2776396,11.165949,8.020885,11.104867,-2.1591954
827,11.700633,2.2465744,12.167797,6.9496613,9.001249,-1.262964
828,11.418274,2.665007,11.41187,8.067204,14.391807,-3.4594703
829,11.157564,3.0091932,10.9018135,7.477542,13.168531,-2.1310613
830,10.721102,2.2907064,11.167631,7.9433203,15.758578,-3.411475
831,11.877409,3.146678,10.416648,7.0796385,9.604145,-0.6765445
832,11.14531,2.42576,10.623541,8.997721,15.361854,-4.18538
833,12.271801,3.7578566,12.19931,7.478925,9.738626,-1.2778506
834,11.858307,3.276703,11.07528,7.0813923,10.886835,-1.4705962
835,10.405155,2.3671517,10.746331,8.356485,16.180271,-3.6284294
836,12.02093,3.2624166,10.464386,7.185276,9.445758,0.13771977
837,11.872208,2.08448,11.27221,7.3594413,9.901602,-0.87696314
838,11.513825,3.1415365,10.797286,8.020162,14.184038,-3.0921893
839,11.821251,1.6370636,11.10986,8.053529,14.51254,-3.3314617
840,12.1452465,3.1013045,10.542364,7.270984,9.227443,0.47611585
841,11.860054,2.6460798,10.530311,7.3645244,10.051372,-0.6531109
842,11.5467205,1.9054989,10.962127,8.681812,15.111164,-4.0469046
843,10.88598,2.3679008,10.696446,8.253704,16.309607,-3.7140026
844,10.61819,2.624777,10.748875,8.346299,16.435938,-3.8296595
845,11.131685,2.7564373,10.817395,7.857146,16.125624,-3.4621565
846,12.062579,3.2654948,11.075302,7.5859394,10.898065,-1.746253
847,12.027689,3.579305,11.595873,7.5161924,10.45032,-1.1681374
848,11.544327,2.8658903,11.152563,6.7476306,9.448009,-0.99832654
849,11.510374,3.297103,11.07453,7.531766,13.838196,-2.6560888
850,11.905182,3.0974622,11.21202,7.0142655,9.130917,-0.7213185
851,12.103337,3.3600945,10.479844,7.1443987,9.138762,0.43067697
852,12.030937,2.981792,10.780676,7.3278756,9.927997,-0.71608925
853,11.989825,3.2899303,11.175717,7.11226,9.598187,-1.1947007
854,11.438183,2.5646675,11.07482,8.001459,15.650849,-3.6774018
855,11.777186,2.620431,10.627825,7.2732706,10.128251,-0.9589411
856,11.768398,2.841502,10.439872,7.1104417,9.88853,-0.8533292
857,10.657728,2.395643,10.681784,8.700659,16.438267,-4.139666
858,11.592179,3.2001147,11.081655,7.5895925,14.126144,-2.8356102
859,11.241673,2.6044197,10.328882,8.813359,15.201683,-3.8304064
860,10.952586,2.7273266,10.323586,8.921991,15.132291,-3.819665
861,12.2077055,2.4717577,11.738076,7.9239135,10.668149,-1.9046751
862,11.765198,2.9049459,11.71238,7.098901,9.246548,-1.0131997
863,12.122839,3.6824198,10.981466,7.165385,9.448011,-0.98682505
864,11.991771,3.0758085,11.810947,7.478442,10.751696,-1.9315919
865,12.149539,3.66925,12.036478,7.129284,9.113075,-0.6243295
866,11.474508,1.7218965,11.839106,7.4496546,11.046257,-1.8155522
867,11.780034,2.7186587,11.747518,7.194832,10.718439,-1.4426652
868,11.851469,3.610275,11.482752,6.6907754,9.627162,-1.3516748
869,11.871764,3.6749594,11.552876,6.635879,9.099442,-0.9267597
870,11.876831,2.9821208,11.362954,7.0523124,10.075799,-1.3960257
871,11.20326,2.0032115,10.425812,8.837852,15.79561,-4.0297556
872,11.726976,3.3629847,11.700345,6.493535,9.166148,-1.193462
873,11.802953,1.6423228,10.882353,8.442159,14.169759,-3.4399102
874,11.642015,2.1903617,10.367671,8.409157,14.838117,-3.3899841
875,12.158899,3.1002874,10.334223,7.3901324,9.571808,0.49862275
876,11.48432,1.8542051,11.295062,7.838133,13.046788,-2.6155615
877,12.071659,3.381768,11.689922,7.778341,10.945888,-1.9241642
878,12.061795,3.1076589,10.21142,7.4443445,10.032465,0.17551361
879,11.190421,2.0259233,10.520522,8.57056,15.608471,-3.7406237
880,11.052042,2.200428,10.473501,8.847864,14.665563,-3.6136422
881,11.533542,2.8928783,11.240255,7.0482135,10.851258,-0.85278016
882,11.7454605,3.0219688,11.087609,7.780439,12.887707,-2.6088147
883,11.265895,2.583118,10.479017,8.503909,16.020777,-3.9106686
884,11.163242,2.3214092,10.66455,8.819823,15.879683,-4.220498
885,12.2496,3.649317,11.662787,7.4204116,9.467393,-0.24644011
886,10.87301,1.8665045,10.850532,8.592385,16.16371,-4.0238347
887,10.637172,2.7528417,10.5798025,8.563912,15.925576,-3.7878587
888,11.550312,1.6788188,11.365084,7.876031,11.463308,-2.2386167
889,12.102109,3.3105536,11.307753,7.420494,9.51628,-0.1552827
890,10.954121,2.352713,10.42963,8.561868,16.120853,-3.8288891
891,10.793498,2.8336387,10.850792,7.737012,13.941553,-2.4409282
892,11.645971,2.4779978,12.141178,7.0223236,9.344839,-0.7543449
893,10.834905,1.8979586,10.70538,8.839379,16.14817,-4.1778264
894,11.915958,3.399766,10.205097,7.2140718,9.996542,-0.21747032
895,11.701991,1.7395327,11.425278,7.4606056,10.411825,-1.5490558
896,11.156841,2.8307703,10.331283,8.5671425,15.389224,-3.6485314
897,11.11986,2.7510655,10.735118,8.134039,16.102852,-3.6855345
898,12.208182,2.8039315,11.84054,7.7255225,10.049688,-1.7162945
899,11.684113,2.4269452,11.708784,7.383322,11.460944,-2.0228827
900,11.153699,2.8526635,10.501483,8.516385,15.799392,-3.8489206
901,11.394499,2.6723037,10.372604,8.564071,14.385418,-3.3662891
902,11.630684,1.6016033,12.060497,7.428618,10.51391,-1.7772728
903,11.937847,2.7566776,10.396018,7.7666955,11.288794,-1.5520151
904,11.461352,1.8469118,10.915572,8.517002,15.329397,-3.8926592
905,11.485118,2.0144668,10.984146,7.665731,15.044587,-2.99052
906,12.098261,3.183802,12.003042,7.3833137,9.387469,-0.2091891
907,11.945265,2.8302438,10.789745,7.5470963,10.89793,-1.2154541
908,11.802648,2.557885,10.738066,7.318625,10.1753235,-0.7812366
909,11.921904,2.474927,10.667007,7.480801,10.716817,-1.3353364
910,11.974567,3.090606,11.045714,7.002104,9.009916,-0.057834744
911,11.781162,2.2920933,11.788237,7.1221895,9.295915,-1.7119048
912,11.887241,2.165141,11.436777,7.536369,10.062227,-1.1791239
913,12.190329,3.4260468,11.489937,7.2968497,9.160611,-0.2342165
914,11.998092,2.975803,11.914437,7.0330853,9.336117,-1.5605031
915,12.191097,2.6841865,11.040223,7.573541,9.55476,0.3054511
916,11.4917145,1.7018533,12.047504,7.065289,9.675758,-1.6846838
917,12.243555,3.5855246,11.777703,7.3724246,9.287624,-0.4447708
918,11.501618,2.601558,11.400691,6.7697678,9.369573,-1.0826824
919,10.93461,2.7391188,10.797697,7.697095,13.649876,-2.2920284
920,11.140689,2.534629,10.5532255,7.994486,15.406079,-3.1431353
921,11.468765,1.7207228,10.762867,8.428423,15.174826,-3.6371658
922,11.597171,2.2064238,10.810444,8.331615,12.86251,-2.8331578
923,11.50464,2.4258885,11.532092,6.8526278,9.26963,-1.232031
924,11.033243,1.81867,10.608877,8.63906,15.689236,-3.8021224
925,11.599407,1.9463488,12.322627,7.1549134,9.4444065,-1.0770357
926,11.697849,2.113728,11.975684,6.702427,8.554817,-1.1103739
927,12.150684,2.346735,11.08775,7.729947,11.266459,-1.7909155
928,11.082282,3.132429,11.221304,7.922898,14.436175,-3.1583881
929,11.760654,3.0356796,10.902314,7.8628683,12.013199,-2.2743855
930,12.00688,3.0506878,11.609238,6.983374,9.003367,-1.2651839
931,12.035226,2.3723853,11.62024,7.6669044,10.076976,-1.057745
932,11.364599,2.5665798,11.270573,7.420593,11.70734,-1.7087488
933,11.883157,2.7903118,10.370942,7.8192887,11.44761,-1.6648537
934,12.177392,2.746737,10.739847,7.5884247,9.790174,0.31995544
935,12.032205,4.0003443,11.753631,7.109597,9.639625,-0.73270565
936,11.90108,3.281099,11.499328,7.0908475,11.191429,-1.7887582
937,12.063461,3.6872203,10.203667,7.1142626,9.335319,0.4466663
938,11.421259,2.707016,10.745806,8.229803,15.242543,-3.5776997
939,11.889633,3.2855065,11.4157,6.7715974,9.212097,-1.3413191
940,11.230374,3.121661,10.806988,7.8108034,13.7830515,-2.6132703
941,11.888281,2.9768195,11.675173,6.984233,10.282604,-1.5186703
942,11.719054,1.5755048,11.001075,8.22077,14.964739,-3.556207
943,12.027221,2.2351956,11.678094,7.3810987,9.301273,-0.46928602
944,11.7709675,3.3015525,10.851555,6.888942,9.630692,-0.9187707
945,11.254645,3.261012,11.069506,7.9704323,14.889503,-3.381019
946,10.872563,3.0009954,10.584006,8.412885,16.101059,-3.8171556
947,11.446334,3.0071692,10.996505,7.6014237,14.043309,-2.6857865
948,11.574176,2.3220618,11.776781,6.9194603,9.154834,-0.7777656
949,11.483944,2.0376124,11.4422455,7.6930513,12.029646,-2.2051086
950,11.996017,2.837884,11.207363,6.9641323,8.646188,0.101371095
951,11.456604,2.59168,11.460585,7.5799556,12.318492,-2.2214954
952,11.796924,1.9422735,11.259609,7.756874,13.523357,-2.794745
953,11.589057,1.8643485,12.267775,7.1198387,9.429613,-1.4651729
954,11.319754,2.20608,11.098519,7.7829704,12.167808,-2.041934
955,11.544755,3.3931208,11.237367,7.5680976,12.458528,-2.2605743
956,11.976425,3.1484075,12.246221,7.412945,9.742352,-1.1036147
957,11.291781,2.9906752,10.462712,8.335602,15.174164,-3.4815037
958,11.136427,2.6768365,10.824623,7.7835317,16.120077,-3.378345
959,11.900734,3.398986,10.040835,7.150922,9.840441,-0.192446
960,11.391719,2.128802,11.088771,8.184388,15.644555,-3.7790384
961,12.150358,2.7656171,10.550327,7.584463,9.87707,0.25115657
962,10.436025,2.3924499,10.640091,8.550749,16.35821,-3.8402324
963,12.196182,3.0936787,10.332171,7.491549,9.692321,0.58547676
964,12.101776,2.6055658,10.699263,7.6267433,10.064196,0.023736699
965,11.947764,1.9740179,10.953726,7.911223,13.067918,-2.6221368
966,12.099117,3.6195714,10.800816,7.3116207,9.859366,-1.0402572
967,11.963124,3.4333317,11.169706,7.4217005,10.760447,-1.6872852
968,11.13935,3.0177536,11.097397,7.456847,13.305617,-2.2277396
969,11.83658,3.581325,10.337477,7.1380906,10.1222515,-0.1423228
970,11.855468,2.3265061,10.786332,7.6535697,15.097959,-3.0608795
971,11.671157,3.0020788,10.58053,6.9355597,9.655128,-0.6557962
972,11.725721,2.6448538,11.808868,6.9214225,9.051415,-0.64174116
973,11.601991,3.2147212,11.342357,7.592957,12.375232,-2.3056905
974,11.816602,2.8159611,11.157519,7.1104746,10.214759,-1.457719
975,11.669766,3.4681947,10.87956,7.1911473,10.857473,-0.64632624
976,11.987387,3.171211,11.094662,7.1714478,9.255855,0.16771418
977,11.849373,2.9127882,10.555069,7.454702,10.449129,-1.0990918
978,11.636463,2.0376048,12.22227,7.155357,9.847472,-1.0202359
979,10.677398,3.0482304,10.682751,8.038905,15.368561,-3.1623821
980,11.99094,3.4255264,10.664657,7.1544795,9.758265,-0.02535467
981,11.678507,2.431477,12.182404,7.019495,9.397589,-0.9637353
982,11.597649,3.1325512,11.070884,7.696529,14.296343,-2.9886398
983,11.677234,2.7660074,10.486086,8.182644,12.815635,-2.5469792
984,11.874788,1.6521964,10.967608,8.0047,14.296619,-3.137505
985,11.624574,1.8364966,12.198001,7.0388703,9.339621,-1.1020321
986,11.460091,2.1664338,11.032179,7.931372,12.670932,-2.4614506
987,11.358562,3.444417,11.250614,7.60065,13.016041,-2.405129
988,11.268919,3.5622709,11.341639,7.585275,13.32196,-2.543414
989,11.519093,2.9593608,11.154533,6.8996496,10.383747,-0.8221432
990,10.553718,2.6622913,10.738817,8.1418085,16.153856,-3.483985
991,11.063044,2.7442145,10.329267,8.867233,14.87914,-3.717309
992,11.639365,3.490942,11.18212,7.2778764,11.185616,-1.4771278
993,12.207119,2.751043,11.402836,7.5471396,9.538218,-0.090544134
994,11.257681,2.7623646,10.987025,8.056281,14.512968,-3.2175305
995,11.342777,2.439742,10.671827,8.469066,13.750101,-3.1789727
996,11.667648,3.13414,11.210244,7.89886,14.357012,-3.316385
997,12.190015,3.5021784,12.231657,7.4142485,9.53964,-1.0476338
998,11.651736,1.7711257,10.639809,8.662137,14.451223,-3.6016548
999,12.013833,2.5749793,10.444103,7.985678,11.673295,-1.7797519
1000,11.437429,1.5504586,12.130564,7.3009367,10.44494,-1.6553007
1001,11.248536,2.2749918,11.037894,7.833616,12.64929,-2.2473133
1002,11.540191,2.083306,11.589743,6.9151444,10.051177,-1.2235173
1003,11.82679,2.880531,11.338084,7.7331357,13.953323,-3.09494
1004,12.054215,3.6783435,10.787147,7.0445695,9.457553,-0.15096541
1005,11.282783,2.8111563,11.083361,7.525468,12.217143,-1.9221379
1006,11.648662,2.460506,11.570803,6.611771,8.592724,-0.8336414
1007,11.945321,2.4155967,11.620251,7.024517,8.779249,-0.17547546
1008,11.125349,2.0420825,10.607607,8.1439,15.6505785,-3.3407025
1009,11.595424,1.7877073,11.881211,7.0228086,10.036166,-1.2428683
1010,11.338305,1.759315,10.510899,8.552304,15.0680065,-3.523935
1011,11.34834,2.407618,10.520249,8.284675,15.995324,-3.7027452
1012,11.790688,2.1240704,10.904788,7.612679,14.803253,-2.922031
1013,10.965702,2.7970712,10.667874,8.107263,16.15009,-3.5855522
1014,11.916705,2.2633953,12.180597,7.305633,9.413527,-1.5351759
1015,12.065181,3.2464135,10.321154,7.235313,9.445851,0.29348987
1016,11.724998,3.1678917,10.536315,7.1737094,10.33688,-0.92173743
1017,10.696033,2.9471023,10.557526,8.371922,16.224058,-3.7296896
1018,11.522723,2.5682557,10.971931,7.7663,12.951594,-2.4142675
1019,11.603975,2.5046458,11.14088,6.8254647,9.411744,-1.1950058
1020,11.18834,2.7856457,10.912672,7.777915,12.805427,-2.2431133
1021,10.495982,2.4218514,10.528054,8.723545,16.258375,-3.9369352
1022,11.187662,2.325156,10.719782,7.968591,13.793085,-2.6156301
1023,11.553491,2.1214845,11.186305,8.374696,14.387566,-3.6407669
1024,10.987818,2.793299,10.553688,8.701773,15.007243,-3.703245
1025,10.750688,3.0163786,11.163095,7.9101,15.411497,-3.3535244
1026,11.8542795,2.8379197,10.863964,7.365958,11.28941,-1.6286496
1027,11.791185,3.1618445,11.851332,6.496604,8.567216,-1.1235032
1028,11.378263,1.6074479,12.065178,7.2857904,10.761634,-1.6720432
1029,11.41995,2.597349,10.855602,7.557212,11.627917,-1.5401533
1030,11.638363,2.0539212,11.317091,7.6977158,10.986816,-2.0092638
1031,12.080828,3.2950158,10.492768,7.297996,9.629123,0.31360435
1032,12.244111,3.2079337,11.157577,7.4469757,9.618718,-0.05312399
1033,11.082344,1.911389,10.967987,8.163501,15.87286,-3.6317463
1034,11.099021,1.9712431,10.642189,8.11384,15.372329,-3.193037
1035,11.85056,1.9875262,11.787748,7.165315,9.219532,-0.51538837
1036,12.169451,2.678524,11.12405,7.6024184,9.793925,0.0075627724
1037,11.800426,1.7748772,11.1100855,8.188444,14.427359,-3.4436095
1038,11.699217,1.5109862,11.867725,7.3898983,10.187321,-1.6265707
1039,10.932249,2.5562072,11.280432,7.789161,14.113715,-2.8187764
1040,11.985264,2.8885517,12.039094,7.364432,9.489999,-0.366813
1041,10.766438,2.0512602,10.770498,8.63842,16.527527,-4.151123
1042,12.132357,2.4509158,11.037156,7.5652766,9.686373,0.011956136
1043,11.131958,2.3624158,10.267307,9.008478,14.865202,-3.7916152
1044,12.130883,3.9968636,11.789325,7.329209,9.902149,-0.97945356
1045,12.179862,3.6634233,10.981031,7.178718,9.243744,-0.06653849
1046,10.757117,2.1689074,10.530438,8.990303,15.989835,-4.1854424
1047,11.936449,2.3164444,10.941875,7.5837,14.900915,-3.0152342
1048,11.7450075,2.082208,11.967911,6.722669,8.419842,-0.9490471
1049,11.796137,1.9081345,11.513419,7.861161,12.612768,-2.7023075
1050,11.613675,2.5676377,10.778548,7.620619,15.515949,-3.1222224
1051,11.492947,2.7581513,11.312791,7.8193808,13.632581,-2.911242
1052,11.413138,2.804325,10.996374,8.154085,15.265626,-3.6566548
1053,11.5579,3.4157412,11.00024,7.296122,11.573799,-1.5685942
1054,10.859318,2.4517946,10.892205,7.970767,15.136271,-3.1192641
1055,12.142931,2.7920513,12.017654,7.288456,8.976339,-0.4306869
1056,12.000157,2.9296937,10.972621,7.2346883,9.236135,0.15837187
1057,12.226048,2.9663482,10.945676,7.3540635,9.091787,0.52473867
1058,11.779175,3.0196314,10.891304,7.006095,9.644424,-0.27980596
1059,10.924359,2.079545,11.068455,8.038092,15.30076,-3.325704
1060,11.49992,1.9377768,10.684608,8.610205,15.331286,-3.8716214
1061,11.362385,1.72501,11.3928,7.8379555,11.866624,-2.281052
1062,11.614798,1.7728862,12.019888,6.9541507,9.650871,-1.0611129
1063,11.114457,2.7038758,10.741539,7.734256,13.634833,-2.3471687
1064,11.521885,3.0091991,11.05837,7.812104,15.239484,-3.4044976
1065,11.494848,2.2135901,11.788689,7.1619916,10.624371,-1.5106486
1066,12.11232,3.198675,10.300691,7.3801923,9.683667,0.43634924
1067,11.316573,2.5295136,11.4522295,7.919979,14.383826,-3.2736692
1068,11.292136,2.657609,10.832838,8.432775,15.642838,-3.9274511
1069,11.900713,2.9331548,10.431816,7.264443,9.960531,-0.5399059
1070,11.58666,1.5917238,11.814956,7.262684,10.337332,-1.6606926
1071,11.897811,2.661875,10.925372,7.1638403,9.850638,-0.7034871
1072,11.513137,3.005935,10.800157,6.8761497,10.112793,-1.0171024
1073,12.128138,2.140327,11.715311,7.6910443,9.956574,-1.6029509
1074,12.235934,3.0660274,10.387392,7.524748,9.63081,0.6594779
1075,11.466191,2.5034642,11.020234,7.100966,10.544383,-1.3146247
1076,10.931417,3.3313549,11.058985,7.80203,15.233365,-3.2198899
1077,11.422253,2.122879,10.350024,8.934589,14.92885,-3.8647277
1078,11.467231,1.7582275,10.640938,8.773921,14.401425,-3.628846
1079,10.881758,2.1366374,10.945354,8.500181,16.378733,-4.1205473
1080,11.466579,3.0530353,10.864902,7.8795576,13.9830885,-2.8931682
1081,11.926565,3.328946,10.4982395,7.0722775,9.470913,-0.7195524
1082,11.213584,2.500227,11.191814,7.735248,14.016294,-2.7570465
1083,10.707387,2.5168934,10.518413,8.223296,15.695044,-3.3043132
1084,12.20423,3.6553059,11.638125,7.606602,10.290273,-1.5295893
1085,11.834466,1.9027883,11.652989,7.71687,10.7454405,-1.9988917
1086,11.572325,1.972217,12.142382,6.870623,9.004376,-1.3239043
1087,11.125955,2.747201,11.005552,7.5123506,13.58117,-2.3170803
1088,11.310093,2.0530558,11.331922,7.6485395,12.682511,-2.3040507
1089,12.054109,2.708974,10.382404,7.5911045,10.21283,-0.18766202
1090,11.618434,1.7761339,11.056567,7.765051,14.7434025,-3.0237
1091,11.577107,2.4709666,11.012863,8.315573,15.171585,-3.8105388
1092,11.399547,3.1616158,11.108465,7.988706,14.747485,-3.399804
1093,10.964999,1.789646,10.748107,8.881161,16.011103,-4.2360206
1094,11.755916,2.1749935,11.004269,7.5848684,14.992318,-3.0158365
1095,11.922813,2.6345315,11.278161,7.159796,10.038998,-1.5611467
1096,11.411844,2.769884,10.586832,8.297776,15.40055,-3.600725
1097,11.693305,2.7782052,11.049417,7.525407,14.9064045,-3.0061853
1098,11.748158,3.4927907,11.592328,7.588694,11.907369,-2.1686337
1099,12.202449,3.2167325,10.750158,7.215554,8.933604,0.58771914
1100,11.747783,2.663384,11.364732,7.724585,12.883828,-2.7096753
1101,11.828198,2.629274,11.924449,6.4940977,8.485541,-0.86762786
1102,11.587005,1.9170985,11.523324,7.436456,10.54931,-1.8758677
1103,11.748475,2.273411,11.383479,7.473075,12.110821,-2.1164293
1104,11.622059,2.7811694,10.809705,7.11033,10.421401,-0.78125453
1105,11.473009,1.7687129,12.163085,7.0287814,9.543481,-1.5950013
1106,11.623296,1.7822614,11.764839,7.5003858,9.997107,-1.5410959
1107,11.406205,1.8059812,12.079821,6.949976,9.494691,-1.5717487
1108,11.789681,2.170658,11.908942,6.7040205,8.352255,-0.8128332
1109,11.468042,2.5863264,11.604827,6.808453,9.217055,-0.93215454
1110,11.53202,3.2511652,10.698665,6.9139175,10.283269,-1.0792083
1111,12.0382,2.2397134,11.237539,7.602055,10.509365,-1.6275659
1112,11.26192,2.631285,10.400287,8.752282,14.520469,-3.5658927
1113,11.850885,2.2109253,10.570284,8.221089,12.638697,-2.531311
1114,11.382206,1.9976782,11.611346,7.0658693,10.426713,-1.2585573
1115,11.253479,2.80007,10.464556,8.516159,15.730997,-3.835095
1116,11.926551,2.4480975,10.83818,7.742508,14.440928,-2.9826245
1117,11.352261,2.7310977,10.622307,7.86959,15.634424,-3.245477
1118,10.811466,2.827667,10.6086035,8.496674,16.123554,-3.8850732
1119,12.008696,2.4667325,11.668353,7.1876707,9.959815,-1.2870113
1120,12.129174,3.8725042,12.014718,7.3504443,9.908075,-1.2679323
1121,10.53748,2.4085944,10.487028,8.520078,16.108555,-3.666625
1122,10.964984,3.1248896,10.508118,8.160345,14.728648,-3.0638537
1123,11.270235,3.4297278,11.013611,7.934741,13.934931,-2.9625113
1124,11.677638,2.9529743,10.914141,7.245332,11.703337,-1.6957895
1125,11.645642,2.3090172,11.153645,7.136821,10.084392,-1.3508472
1126,10.993691,2.666893,11.247688,7.9293923,14.969101,-3.288159
1127,10.667051,3.1327305,10.625037,8.396215,15.638857,-3.595952
1128,11.809296,2.177232,10.855925,7.940279,12.0168495,-2.2523632
1129,10.73796,2.4501457,10.431021,8.763081,15.387391,-3.6948967
1130,11.666767,1.7163304,12.066448,7.292204,10.189537,-1.753198
1131,11.727797,2.3002946,12.057347,6.767973,8.627319,-1.1195496
1132,12.023195,3.4246464,10.685186,7.1193843,9.22773,0.1432717
1133,11.599656,1.5247501,11.612398,7.5849595,10.579273,-1.8035108
1134,11.32106,2.9106228,10.88035,8.50538,14.642346,-3.7060924
1135,12.035247,3.3312416,10.766251,7.017036,8.995629,0.12050011
1136,11.769735,2.693527,12.113506,6.922776,8.933265,-1.1365676
1137,11.875442,2.1246905,10.908611,7.6983533,13.967696,-2.7482157
1138,12.082887,3.8357577,10.778926,7.1623926,9.654714,-0.7094124
1139,11.28214,2.6426392,10.739259,7.885436,13.511969,-2.4941545
1140,11.950374,2.7676957,10.813794,7.443761,10.451211,-0.9866769
1141,11.944959,2.9167585,10.690768,7.0993824,9.339091,-0.4779981
1142,11.255431,2.4490244,10.505091,8.3665695,15.987173,-3.7423382
1143,10.758921,2.0358553,10.789819,8.649348,16.470997,-4.141975
1144,12.118956,3.5868678,11.385317,7.209351,9.548434,-0.96359843
1145,11.82282,2.461928,10.756406,7.2915864,10.267099,-1.1513598
1146,11.2687235,3.4152305,11.393435,7.4131074,12.678762,-2.0800457
1147,11.136024,2.8201957,11.206485,7.465927,12.69134,-2.0298817
1148,11.870773,2.4076395,11.565729,7.3932796,11.017731,-1.8150749
1149,11.591189,2.2119,11.170329,7.213295,10.156228,-0.8097562
1150,11.574456,1.7160984,11.064391,8.101636,15.101247,-3.5009794
1151,12.1934185,4.0191154,11.67242,7.3307137,9.762557,-0.81777465
1152,11.583434,2.8657644,10.549389,7.4108944,11.208935,-1.1547856
1153,11.9331,2.0519938,10.955119,7.8253226,13.996346,-2.9163475
1154,11.834303,3.0407124,11.042977,6.893354,8.976857,-0.5494436
1155,11.926562,3.4439838,10.871675,6.808282,8.955483,-0.43586078
1156,11.994541,3.731532,11.001079,6.904262,9.027168,-0.20916367
1157,11.674037,3.2040613,11.1106,7.5553284,12.171616,-2.130237
1158,11.827913,3.1508894,11.378586,6.8188877,9.217969,-1.322564
1159,11.293738,2.7940876,10.55785,8.403754,15.620955,-3.745933
1160,11.901025,2.3457112,11.378983,7.1265,9.59371,-0.48939154
1161,11.444708,1.961874,11.408428,7.6562386,11.878099,-2.1001842
1162,11.637021,1.7997539,10.745732,8.091247,14.1142235,-2.9705596
1163,12.231381,3.3200753,12.048171,7.357255,9.14229,-0.2511631
1164,10.943592,2.5147684,10.646616,8.7143755,15.982554,-4.085492
1165,11.450442,3.0848026,11.41792,7.9683275,14.293782,-3.3905315
1166,11.927871,2.2010508,11.363607,7.87387,13.192401,-2.919573
1167,11.948145,2.6406393,10.420621,7.9580855,11.770777,-1.8818316
1168,11.921736,3.699019,11.312851,6.8732905,9.250564,-0.5169923
1169,11.139148,2.5883458,11.397634,7.877012,14.394266,-3.1541784
1170,11.86505,2.2921107,10.909077,7.636957,14.891247,-3.0122752
1171,12.093671,2.1113667,11.389333,7.626387,10.326487,-1.6622623
1172,11.669825,2.6669545,11.118959,8.24025,14.73038,-3.6946788
1173,11.446494,1.7609588,10.608715,8.934285,14.537383,-3.8189695
1174,11.580333,2.5143125,11.357267,8.13738,14.650117,-3.6393251
1175,12.01764,2.3840084,10.826435,7.584274,11.652641,-1.7465928
1176,10.779038,2.7037618,11.201519,7.708203,15.306429,-3.0984285
1177,11.884364,3.317254,10.8104315,6.9672084,9.277273,-0.30386496
1178,11.789568,3.3652034,11.010637,7.4862943,11.317111,-1.8365594
1179,11.290334,2.5235555,10.239194,8.72292,14.984112,-3.6108823
1180,12.110451,3.5040295,10.385225,7.1192484,9.122455,0.4730127
1181,10.546451,2.3940594,10.940697,8.31984,16.41697,-3.8481216
1182,11.9966955,2.8122773,10.578838,7.8399267,11.407831,-1.8790133
1183,11.9133835,2.8065844,12.05043,7.262815,9.30752,-0.34367532
1184,11.859683,3.219106,11.462256,6.759237,8.820596,-0.6482299
1185,11.342424,2.3970125,11.403413,7.4927564,12.598592,-2.1838982
1186,11.92366,3.2679365,11.540737,6.634297,8.695705,-1.2042623
1187,11.175272,1.8957473,10.6427355,8.937626,14.775077,-3.8458996
1188,12.090165,3.8504493,11.623574,7.1028876,9.3168335,-0.6002858
1189,12.285716,3.415674,11.05935,7.464742,9.357104,0.44620484
1190,11.600477,2.3943841,11.011154,8.531985,14.379665,-3.7362027
1191,11.468429,1.8859094,10.679,8.064886,14.215704,-2.885908
1192,11.424322,1.9747386,10.460973,8.826407,14.170895,-3.4980624
1193,12.237513,3.6132786,11.103375,7.3572826,9.346627,0.26428834
1194,11.766689,2.4385214,10.750258,8.13637,14.559742,-3.3039334
1195,11.920018,2.7513359,11.21375,7.677643,14.200494,-3.0624294
1196,12.098482,2.2162013,10.888298,7.8060675,12.175206,-2.1571105
1197,11.836096,2.3249636,11.961059,7.0472026,9.998124,-0.97714937
1198,11.701092,2.5285563,11.7995405,6.5883985,8.959513,-1.0695894
1199,11.1185255,2.9357743,10.768442,7.6635056,14.080265,-2.5071414
1200,11.772521,2.5885143,11.907444,6.577124,8.701654,-0.9996982
1201,12.2376,3.127291,12.114788,7.5736165,9.809188,-1.4466074
1202,11.11504,3.0563505,10.492664,8.607471,14.664474,-3.5271697
1203,11.708267,2.323098,11.586604,7.571227,12.131947,-2.3669143
1204,11.090947,1.911464,10.797395,8.107718,15.308827,-3.2602694
1205,11.562166,3.472775,11.245848,7.363539,11.453004,-1.4529762
1206,10.552827,2.8343456,10.595444,8.425752,16.30266,-3.7691007
1207,10.6935625,2.24243,10.978444,8.06728,15.837668,-3.4245818
1208,11.690494,3.7367334,11.384998,7.470708,11.745645,-1.8765757
1209,11.857248,3.23337,10.395111,7.127013,9.920796,-0.66435295
1210,11.859498,2.2453263,11.777898,7.319812,9.449238,-1.7325554
1211,11.93559,3.0195293,11.076531,7.0799932,9.0534315,-0.012773463
1212,11.982028,2.324511,12.008847,7.2936893,9.722271,-1.2092917
